SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER,,change
ADANITRANS, BE, 01-Oct-2021,1558.5,1558.5,1590.1,1525,1566.75,1577.85,1565.11,115660,1810.2,16983, -, -,,19.35
ADFFOODS, EQ, 01-Oct-2021,882.65,873,900,865.7,880,880.8,877.48,10366,90.96,1052,7206,69.52,,-1.85
ADL, BE, 01-Oct-2021,42.4,40.55,43.9,40.55,43.9,42.45,42.08,1330,0.56,14, -, -,,0.05
ADORWELD, EQ, 01-Oct-2021,680.6,679.2,684.8,666.05,683,678.7,678.21,5891,39.95,473,3622,61.48,,-1.9
ADROITINFO, BE, 01-Oct-2021,9.9,9.6,10.25,9.5,9.9,9.6,9.83,15269,1.5,69, -, -,,-0.3
ADSL, EQ, 01-Oct-2021,73.3,73,76.8,71.75,75.2,75.75,74.97,529439,396.93,4977,296449,55.99,,2.45
ADVANIHOTR, EQ, 01-Oct-2021,82.45,83.75,86,82.25,83.2,84.3,83.87,46968,39.39,652,31812,67.73,,1.85
ADVENZYMES, EQ, 01-Oct-2021,388.55,387.5,391.85,378.25,385.5,384.05,384.43,306252,1177.32,11601,117167,38.26,,-4.5
AEGISCHEM, EQ, 01-Oct-2021,227.6,228.25,232.45,227.6,229.25,228.9,229.69,462817,1063.02,11218,209779,45.33,,1.3
AFFLE, EQ, 01-Oct-2021,5344.45,5317.1,5430,5291.05,5428.05,5414.4,5379.11,70370,3785.28,13694,42960,61.05,,69.95
AGARIND, EQ, 01-Oct-2021,350.85,349.8,350.85,336,336.1,339.05,340.87,67062,228.59,1389,46723,69.67,,-11.8
AGCNET, BE, 01-Oct-2021,1006.85,1015,1034.2,983.1,1024.95,1021,1024.88,2747,28.15,89, -, -,,14.15
AGRITECH, BE, 01-Oct-2021,74.1,74.1,77,72,74,74.5,74.58,5445,4.06,88, -, -,,0.4
AGROPHOS, EQ, 01-Oct-2021,15.5,15.7,15.9,15.25,15.8,15.65,15.58,35793,5.58,202,27115,75.76,,0.15
AHLADA, EQ, 01-Oct-2021,141.25,148,148.3,147.4,148.3,148.3,148.26,25734,38.15,235,21313,82.82,,7.05
AHLEAST, EQ, 01-Oct-2021,188.25,182,188.7,182,185,186.35,186.09,9140,17.01,209,1875,20.51,,-1.9
AHLUCONT, EQ, 01-Oct-2021,355.4,353,358,351.8,354.5,353.65,354.32,23460,83.12,1991,13261,56.53,,-1.75
AHLWEST, EQ, 01-Oct-2021,276.55,277,279.45,272.3,275,276.85,275.62,8307,22.9,110,1012,12.18,,0.3
AIAENG, EQ, 01-Oct-2021,1955.3,1939.5,1948.6,1921,1933.45,1928.9,1931.06,11349,219.16,3768,5144,45.33,,-26.4
AIRAN, BE, 01-Oct-2021,21.35,21.7,22.4,20.3,22.4,22.2,21.66,133584,28.93,690, -, -,,0.85
AIROLAM, SM, 01-Oct-2021,64,64,69,64,66.5,67.45,67.28,69000,46.43,23,45000,65.22,,3.45
AISL, SM, 01-Oct-2021,44.65,48,53.55,48,53.55,53.55,52.13,51600,26.9,40,38400,74.42,,8.9
AJANTPHARM, EQ, 01-Oct-2021,2278.1,2291,2299,2240,2245,2260.4,2268.54,63129,1432.11,12728,24777,39.25,,-17.7
AJMERA, BE, 01-Oct-2021,357.05,345,359.75,345,357,355.95,353.39,6133,21.67,289, -, -,,-1.1
AJOONI, EQ, 01-Oct-2021,55.85,55.55,59.35,54.9,58.5,58.35,57.39,138045,79.22,894,79092,57.29,,2.5
AJRINFRA, BE, 01-Oct-2021,1.5,1.55,1.55,1.5,1.55,1.55,1.54,833231,12.81,419, -, -,,0.05
AKASH, EQ, 01-Oct-2021,183.25,184,219,182.35,212.5,215.1,205.07,146428,300.28,4291,61094,41.72,,31.85
AKG, EQ, 01-Oct-2021,24.9,24.9,25.45,24.3,24.35,24.55,24.66,8131,2,81,6715,82.59,,-0.35
AKSHARCHEM, EQ, 01-Oct-2021,411.2,408.2,440,404.3,433.95,432.6,428.94,69540,298.28,4429,38090,54.77,,21.4
AKSHOPTFBR, BE, 01-Oct-2021,8.85,8.85,8.95,8.65,8.8,8.75,8.78,156976,13.78,339, -, -,,-0.1
AKZOINDIA, EQ, 01-Oct-2021,2284.35,2284.35,2284.35,2240.2,2250,2249.65,2258.12,6934,156.58,1624,4234,61.06,,-34.7
ALANKIT, EQ, 01-Oct-2021,17.8,17.8,18,17.4,17.8,17.8,17.6,1598215,281.34,2651,578816,36.22,,0
ALBERTDAVD, EQ, 01-Oct-2021,601.25,591.3,605.1,590.1,593,592.2,594.98,11602,69.03,809,6303,54.33,,-9.05
ALEMBICLTD, EQ, 01-Oct-2021,115.2,114.7,116.5,114.7,115,115.25,115.48,215160,248.47,4327,75583,35.13,,0.05
ALICON, EQ, 01-Oct-2021,764.65,765.45,800,752.6,772.5,775.8,780.74,22106,172.59,2020,10957,49.57,,11.15
ALKALI, EQ, 01-Oct-2021,71.55,74.95,85.85,72.25,85.85,85.85,82.33,912171,751,8549,259580,28.46,,14.3
ALKEM, EQ, 01-Oct-2021,3980.75,3977,4048.3,3940.05,3989.9,3990.05,4008.77,120974,4849.57,23173,48825,40.36,,9.3
ALKYLAMINE, EQ, 01-Oct-2021,3825.55,3800,3894,3782.1,3860,3849.9,3845.08,54531,2096.76,9003,30602,56.12,,24.35
ALLCARGO, EQ, 01-Oct-2021,269.05,269,287.5,266.25,284.8,285.45,279.26,1935175,5404.25,27524,721605,37.29,,16.4
ALLSEC, EQ, 01-Oct-2021,420.6,423.75,424.15,414.75,415.5,417.2,419.36,4580,19.21,303,3315,72.38,,-3.4
ALMONDZ, EQ, 01-Oct-2021,100.45,99,102,98.05,100.05,99.9,99.56,16606,16.53,294,13138,79.12,,-0.55
ALOKINDS, EQ, 01-Oct-2021,23.8,23.6,23.95,23.5,23.75,23.75,23.8,5275407,1255.76,8664,2481484,47.04,,-0.05
ALPA, EQ, 01-Oct-2021,52.05,52.5,53.8,52,52.95,53.05,53.05,44314,23.51,558,31658,71.44,,1
ALPHAGEO, EQ, 01-Oct-2021,435.15,433.8,437.95,427.7,427.75,428.7,431.54,37497,161.82,3099,18196,48.53,,-6.45
ALPSINDUS, BE, 01-Oct-2021,2.85,2.95,2.95,2.75,2.95,2.95,2.88,260465,7.51,177, -, -,,0.1
AMARAJABAT, EQ, 01-Oct-2021,749.8,745,769.95,742,765.45,766.8,758.24,1649510,12507.26,46440,492187,29.84,,17
AMBER, EQ, 01-Oct-2021,3263.7,3240,3460,3228.2,3450,3440.4,3388.4,351381,11906.19,38540,106942,30.43,,176.7
AMBICAAGAR, EQ, 01-Oct-2021,17.25,17.25,17.8,16.8,17.3,17.15,17.22,15548,2.68,107,11119,71.51,,-0.1
AMBIKCO, EQ, 01-Oct-2021,1821.7,1818,1876.2,1791.1,1815,1816.45,1835.63,126374,2319.75,18262,36738,29.07,,-5.25
AMBUJACEM, EQ, 01-Oct-2021,400.2,399.9,404.8,396,403,402.25,401.76,4662848,18733.66,62089,1912259,41.01,,2.05
AMDIND, EQ, 01-Oct-2021,26.75,26.25,27.45,26.25,27,27.1,26.9,17764,4.78,271,12127,68.27,,0.35
AMIORG, EQ, 01-Oct-2021,1282.75,1258,1288.4,1252.75,1261.9,1259.85,1266.13,292452,3702.81,15541,99858,34.15,,-22.9
AMJLAND, EQ, 01-Oct-2021,37.8,37.55,38.6,37.55,38.3,37.85,37.95,63870,24.24,742,36017,56.39,,0.05
AMRUTANJAN, EQ, 01-Oct-2021,835.2,835,836.7,820,824.9,821.3,824.69,59794,493.11,5672,28467,47.61,,-13.9
ANANTRAJ, EQ, 01-Oct-2021,75.9,76.5,77.5,74,76.5,76.55,75.62,428742,324.21,2416,265744,61.98,,0.65
ANDHRACEMT, BE, 01-Oct-2021,17.25,16.4,17.95,16.4,17.8,17.45,16.72,2284969,382.05,2339, -, -,,0.2
ANDHRAPAP, EQ, 01-Oct-2021,231.8,231,233,229.3,232.05,231.9,231,42686,98.6,1280,28898,67.7,,0.1
ANDHRSUGAR, EQ, 01-Oct-2021,616.25,619.5,652,610.2,633,632.2,635.77,266162,1692.17,8093,85874,32.26,,15.95
ANDREWYU, EQ, 01-Oct-2021,24.75,24.25,25,24.25,24.4,24.45,24.55,91312,22.42,541,58615,64.19,,-0.3
ANGELBRKG, EQ, 01-Oct-2021,1322.75,1310,1455,1308,1455,1439.25,1393.91,1946393,27131.02,90228,495087,25.44,,116.5
ANIKINDS, EQ, 01-Oct-2021,17.7,18.15,18.15,17.5,17.9,17.8,17.84,4604,0.82,55,2779,60.36,,0.1
ANKITMETAL, BE, 01-Oct-2021,1.95,2,2,1.9,2,2,1.97,56662,1.11,121, -, -,,0.05
ANMOL, EQ, 01-Oct-2021,157.8,156.95,158.65,154.6,154.6,154.95,155.6,121619,189.25,2488,48749,40.08,,-2.85
ANSALAPI, EQ, 01-Oct-2021,9,9,9.2,8.9,9,8.95,9.03,189138,17.08,334,129419,68.43,,-0.05
ANSALHSG, EQ, 01-Oct-2021,6.5,6.7,6.7,6.35,6.4,6.35,6.44,179833,11.59,243,139180,77.39,,-0.15
ANTGRAPHIC, BE, 01-Oct-2021,0.85,0.8,0.9,0.8,0.9,0.9,0.86,188692,1.63,56, -, -,,0.05
ANUP, EQ, 01-Oct-2021,958.65,950,959,940.65,946,946,949.69,13502,128.23,1729,7625,56.47,,-12.65
ANURAS, EQ, 01-Oct-2021,803.95,800.05,802.95,780,784,781.35,789.34,75384,595.04,5631,42641,56.57,,-22.6
APARINDS, EQ, 01-Oct-2021,644.55,644.55,647.8,637,639,639.95,641.27,19307,123.81,2952,8525,44.15,,-4.6
APCL, EQ, 01-Oct-2021,393.75,392,396.75,390.05,392.25,391.75,393.49,10280,40.45,1000,6697,65.15,,-2
APCOTEXIND, EQ, 01-Oct-2021,406.45,404.5,431.65,401.5,426.95,426.1,423.03,364087,1540.18,14856,148347,40.74,,19.65
APEX, EQ, 01-Oct-2021,291.3,291.5,296,288.15,289.85,290.05,291.52,82522,240.57,5307,32982,39.97,,-1.25
APLAPOLLO, EQ, 01-Oct-2021,821.8,821,869,820.2,845,848.85,851.35,994083,8463.11,38726,585810,58.93,,27.05
APLLTD, EQ, 01-Oct-2021,789.1,785,794,783,787.5,788.15,787.46,127931,1007.4,4753,42771,33.43,,-0.95
APOLLO, EQ, 01-Oct-2021,116.55,117.45,125.5,116.55,122.3,122.45,122.66,861484,1056.69,19807,259881,30.17,,5.9
APOLLOHOSP, EQ, 01-Oct-2021,4481.6,4481.6,4520,4435,4458.1,4459.4,4468.9,534563,23889.09,50394,249050,46.59,,-22.2
APOLLOPIPE, EQ, 01-Oct-2021,1703.9,1700,1784.9,1685.7,1779,1777.7,1750.18,95729,1675.43,8917,64394,67.27,,73.8
APOLLOTYRE, EQ, 01-Oct-2021,225.7,224.5,226.65,222.5,223.95,224.25,224.1,2017092,4520.2,20273,310748,15.41,,-1.45
APOLSINHOT, EQ, 01-Oct-2021,800.75,807.35,829.35,789.95,794.3,799.8,804.03,2981,23.97,213,1954,65.55,,-0.95
APTECHT, EQ, 01-Oct-2021,307,306.95,315.2,302.2,307.7,309.05,307.72,356741,1097.78,11213,85810,24.05,,2.05
APTUS, EQ, 01-Oct-2021,316.45,317,322,303,312,308.4,310.25,1224476,3798.88,21365,864805,70.63,,-8.05
ARCHIDPLY, EQ, 01-Oct-2021,30.9,30.85,32.4,30.7,32,31.9,32.1,26610,8.54,255,18957,71.24,,1
ARCHIES, BE, 01-Oct-2021,17.25,17.35,17.7,17.1,17.4,17.3,17.32,45941,7.96,178, -, -,,0.05
ARENTERP, EQ, 01-Oct-2021,27.4,28.75,28.75,28.1,28.75,28.75,28.66,3743,1.07,63,2945,78.68,,1.35
ARIES, EQ, 01-Oct-2021,148.05,148,149,143.85,147.3,147,147.11,27114,39.89,790,14223,52.46,,-1.05
ARIHANT, EQ, 01-Oct-2021,26.4,26.6,26.6,25.3,25.95,26.3,25.96,18114,4.7,510,3986,22.01,,-0.1
ARIHANTCAP, EQ, 01-Oct-2021,140.25,140.25,141.5,136,139.1,139.25,138.47,40807,56.5,1181,22001,53.91,,-1
ARIHANTSUP, EQ, 01-Oct-2021,148.8,150,151,145,148,148.15,148.03,82755,122.5,1281,34829,42.09,,-0.65
ARMANFIN, EQ, 01-Oct-2021,839.2,839.2,874.95,820,870,868.65,851.86,27417,233.55,6291,9189,33.52,,29.45
AROGRANITE, EQ, 01-Oct-2021,63.45,63.25,67.9,62.9,63.3,63.75,64.06,34195,21.91,601,22595,66.08,,0.3
ARROWGREEN, EQ, 01-Oct-2021,121.45,122.9,123.65,119,119.9,119.7,120.59,5426,6.54,261,4053,74.7,,-1.75
ARSHIYA, EQ, 01-Oct-2021,27.85,28.4,28.45,27.4,27.75,27.9,27.89,15627,4.36,200,9966,63.77,,0.05
ARSSINFRA, EQ, 01-Oct-2021,27.9,27.35,28.65,27.35,28,28.2,28.07,16327,4.58,370,13321,81.59,,0.3
ARTEMISMED, EQ, 01-Oct-2021,35.5,35.5,36.5,35.5,36.05,36,36.12,123364,44.56,1512,86229,69.9,,0.5
ARVEE, BE, 01-Oct-2021,88,83.65,90,83.65,88.7,88.75,88.54,138,0.12,9, -, -,,0.75
ARVIND, EQ, 01-Oct-2021,94.45,93.75,95.5,93.55,94.5,94.45,94.46,860412,812.72,7629,277625,32.27,,0
ARVINDFASN, EQ, 01-Oct-2021,273.3,271.7,275.1,269,270.35,271.95,271.77,368424,1001.26,8475,181167,49.17,,-1.35
ARVSMART, EQ, 01-Oct-2021,175.75,174.9,178,171,172.1,173.85,173.98,127676,222.14,3667,54777,42.9,,-1.9
ASAHIINDIA, EQ, 01-Oct-2021,362.7,362.7,364,355,360.75,357.45,359.54,31594,113.59,1608,14944,47.3,,-5.25
ASAHISONG, EQ, 01-Oct-2021,342.2,340.95,347,338,340,340.85,341.15,26259,89.58,1682,11295,43.01,,-1.35
ASAL, BE, 01-Oct-2021,60.8,61,61.85,59.4,61.5,59.9,59.83,5389,3.22,84, -, -,,-0.9
ASALCBR, EQ, 01-Oct-2021,444.7,443.9,454.8,438.55,447.1,444.45,447.76,101341,453.76,6186,50645,49.97,,-0.25
ASCOM, SM, 01-Oct-2021,44,48,48,48,48,48,48,4000,1.92,1,4000,100,,4
ASHAPURMIN, EQ, 01-Oct-2021,122.75,122,126.65,120,123.2,125.35,123.93,89850,111.35,1437,64343,71.61,,2.6
ASHIANA, EQ, 01-Oct-2021,196,196.5,196.6,191,192.05,192.85,194.19,64078,124.44,2229,29947,46.74,,-3.15
ASHIMASYN, EQ, 01-Oct-2021,17.8,17.8,18.6,17.6,17.7,17.75,18.01,53257,9.59,168,40069,75.24,,-0.05
ASHOKA, EQ, 01-Oct-2021,98.45,96.65,99.25,96.65,98.2,97.95,98.3,654943,643.84,6581,248168,37.89,,-0.5
ASHOKLEY, EQ, 01-Oct-2021,133.8,133.95,134.5,129.7,130.8,130.75,131.94,25956465,34247.36,110656,8031149,30.94,,-3.05
ASIAN-RE, BE, 01-Oct-2021,37.15,37.15,43.5,37,41,40.9,38.25,1067115,408.2,2739, -, -,,3.75
ASIANHOTNR, EQ, 01-Oct-2021,92,92.95,92.95,90,90.75,90.5,90.99,6085,5.54,295,4090,67.21,,-1.5
ASIANPAINT, EQ, 01-Oct-2021,3244.65,3248,3252.95,3170,3180.95,3177.85,3184.72,1512332,48163.5,133953,850199,56.22,,-66.8
ASIANTILES, EQ, 01-Oct-2021,153.75,153.75,161,152.75,158.5,159,156.47,1208153,1890.37,9750,518563,42.92,,5.25
ASPINWALL, EQ, 01-Oct-2021,179.5,178.25,180.35,177.3,178.6,179.2,178.44,5605,10,537,2886,51.49,,-0.3
ASTEC, EQ, 01-Oct-2021,1287.75,1294.95,1300,1272.05,1287.4,1285.15,1285.37,5084,65.35,1035,2630,51.73,,-2.6
ASTERDM, EQ, 01-Oct-2021,207.55,207.55,213,206,211.3,211.85,209.96,713091,1497.19,15138,274753,38.53,,4.3
ASTRAL, EQ, 01-Oct-2021,2160.4,2154,2210,2140,2196.55,2199.8,2188.28,313414,6858.36,33675,152726,48.73,,39.4
ASTRAMICRO, EQ, 01-Oct-2021,204.9,207,214,204,206.25,206.1,208.69,2105708,4394.45,27325,742233,35.25,,1.2
ASTRAZEN, EQ, 01-Oct-2021,3089.6,3091,3144.3,3080,3093,3097.85,3114.08,14420,449.05,2909,5856,40.61,,8.25
ASTRON, EQ, 01-Oct-2021,58,57.85,59.15,57.3,58.2,57.9,58.32,76692,44.72,1434,45146,58.87,,-0.1
ATALREAL, SM, 01-Oct-2021,151,149.8,157.9,146.5,157.9,157.1,153.51,14400,22.1,9,9600,66.67,,6.1
ATFL, EQ, 01-Oct-2021,1020.85,1025.95,1028.35,1005.4,1013.85,1024.4,1019.14,4461,45.46,770,2511,56.29,,3.55
ATGL, BE, 01-Oct-2021,1423.15,1425,1433.1,1400.05,1424,1423.6,1428.73,506283,7233.44,13847, -, -,,0.45
ATLANTA, BE, 01-Oct-2021,14.1,14.5,14.5,13.45,14,14,13.84,17567,2.43,156, -, -,,-0.1
ATUL, EQ, 01-Oct-2021,9462.55,9460,9792,9431.95,9785,9740.8,9661.92,45349,4381.58,7050,33507,73.89,,278.25
ATULAUTO, EQ, 01-Oct-2021,215.15,212.95,223.65,212.2,221.1,221.85,219.56,420873,924.07,13495,116181,27.6,,6.7
AUBANK, EQ, 01-Oct-2021,1164.25,1160,1188,1120,1182,1183.95,1170.34,1176193,13765.49,38621,251586,21.39,,19.7
AURDIS, SM, 01-Oct-2021,72.5,69.1,72,69.1,69.2,69.2,70.1,6000,4.21,3,4000,66.67,,-3.3
AURIONPRO, BE, 01-Oct-2021,201.75,203.9,211.8,197,211,211.7,206.73,90523,187.14,781, -, -,,9.95
AUROPHARMA, EQ, 01-Oct-2021,724.8,721.9,724.35,706.5,714.6,717.3,717.07,2877882,20636.3,81890,1324059,46.01,,-7.5
AUSOMENT, BE, 01-Oct-2021,64.7,65.25,66.95,64,66.75,66.3,65.48,4904,3.21,66, -, -,,1.6
AUTOAXLES, EQ, 01-Oct-2021,1253.05,1252.05,1252.05,1209.05,1239,1241,1235.95,15492,191.47,2747,7370,47.57,,-12.05
AUTOIND, EQ, 01-Oct-2021,57.35,57.35,58.8,56.2,57.6,57.75,57.5,129898,74.69,444,120014,92.39,,0.4
AVADHSUGAR, EQ, 01-Oct-2021,423.95,423.9,459,415.4,456.9,444.35,436.67,155664,679.73,4283,76147,48.92,,20.4
AVANTIFEED, EQ, 01-Oct-2021,539.15,538.95,551.75,535,548.2,549.65,544.86,210289,1145.77,11439,106928,50.85,,10.5
AVG, SM, 01-Oct-2021,57.25,57.25,57.25,54.8,54.8,54.8,56.08,4800,2.69,3,3600,75,,-2.45
AVROIND, SM, 01-Oct-2021,61.85,58.8,58.85,58.8,58.8,58.8,58.83,8000,4.71,4,4000,50,,-3.05
AVTNPL, EQ, 01-Oct-2021,81.95,81.95,82.6,80.45,81.3,81.15,81.22,177907,144.49,5177,81031,45.55,,-0.8
AWHCL, EQ, 01-Oct-2021,358.8,355,358,343.1,345.1,347.65,351.34,820678,2883.38,19032,473972,57.75,,-11.15
AXISBANK, EQ, 01-Oct-2021,766.55,763.4,771.7,754,767.8,768.15,764.87,6089895,46579.93,128295,2811904,46.17,,1.6
AXISBNKETF, EQ, 01-Oct-2021,377.37,379.5,379.5,373,375.05,375.5,374.52,341,1.28,39,295,86.51,,-1.87
AXISBPSETF, EQ, 01-Oct-2021,10.37,10.38,10.38,10.36,10.37,10.36,10.37,8940,0.93,134,7250,81.1,,-0.01
AXISCADES, EQ, 01-Oct-2021,80.45,84.45,84.45,84.45,84.45,84.45,84.45,46941,39.64,201,46941,100,,4
AXISCETF, EQ, 01-Oct-2021,70.86,71.45,74.2,69,73.1,72.59,72.55,9500,6.89,132,6831,71.91,,1.73
AXISGOLD, EQ, 01-Oct-2021,39.82,40.16,40.59,40.02,40.16,40.16,40.1,132387,53.09,4223,106037,80.1,,0.34
AXISHCETF, EQ, 01-Oct-2021,89.5,89.5,90,88.52,89.3,89.37,89.34,4874,4.35,290,3739,76.71,,-0.13
AXISNIFTY, EQ, 01-Oct-2021,184.22,189.74,193.85,182.2,183.9,183.89,183.23,3914,7.17,143,2494,63.72,,-0.33
AXISTECETF, EQ, 01-Oct-2021,356.99,359.99,363.98,350.3,352,352.17,353.09,9815,34.66,320,8582,87.44,,-4.82
AYMSYNTEX, EQ, 01-Oct-2021,102.6,102.25,112.85,99.8,112.85,112.85,109.28,160911,175.84,2252,107553,66.84,,10.25
BAFNAPH, EQ, 01-Oct-2021,128.45,131.05,131.05,127,127.55,127.65,128.66,1638,2.11,70,958,58.49,,-0.8
BAGFILMS, BE, 01-Oct-2021,3.45,3.35,3.45,3.3,3.3,3.35,3.33,118178,3.93,169, -, -,,-0.1
BAJAJ-AUTO, EQ, 01-Oct-2021,3832.65,3820,3880.75,3802.65,3841,3852.6,3843.66,407091,15647.2,38489,80841,19.86,,19.95
BAJAJCON, EQ, 01-Oct-2021,252.4,254.5,258.25,250.5,252.75,253.45,253.13,815745,2064.89,14494,366734,44.96,,1.05
BAJAJELEC, EQ, 01-Oct-2021,1305.65,1306.6,1335.9,1300.1,1314,1306.9,1314.67,111566,1466.73,14047,41351,37.06,,1.25
BAJAJFINSV, EQ, 01-Oct-2021,17786.75,17736.05,17736.05,17050,17215,17177.8,17275.01,432677,74745,77152,108012,24.96,,-608.95
BAJAJHIND, BE, 01-Oct-2021,15.9,15.65,16.2,15.35,16.05,16.05,15.78,2545504,401.61,4949, -, -,,0.15
BAJAJHLDNG, EQ, 01-Oct-2021,4808.6,4784.2,4899.95,4710,4760,4737.4,4818.48,74284,3579.36,17516,18386,24.75,,-71.2
BAJFINANCE, EQ, 01-Oct-2021,7668.1,7620,7639.2,7475,7525,7522.75,7531.72,937740,70627.93,91377,336076,35.84,,-145.35
BALAJITELE, EQ, 01-Oct-2021,65.2,64.8,66.8,64.55,65.3,65.4,65.72,253207,166.41,3602,94605,37.36,,0.2
BALAMINES, EQ, 01-Oct-2021,4517.4,4500,4581.65,4452,4558,4549.85,4512.45,46519,2099.14,8230,19950,42.89,,32.45
BALAXI, EQ, 01-Oct-2021,571.95,577.45,578,563.5,575,573.95,572.18,1137,6.51,132,565,49.69,,2
BALKRISHNA, BE, 01-Oct-2021,19.6,19,19.5,19,19.25,19.25,19.23,1043,0.2,10, -, -,,-0.35
BALKRISIND, EQ, 01-Oct-2021,2533.65,2533.65,2553,2501.15,2538,2541.4,2532.83,402272,10188.87,19649,241476,60.03,,7.75
BALLARPUR, BZ, 01-Oct-2021,1.4,1.45,1.45,1.4,1.45,1.45,1.45,2305001,33.39,529, -, -,,0.05
BALMLAWRIE, EQ, 01-Oct-2021,129.3,128.85,129.6,127.5,128.7,128.65,128.65,198869,255.84,3296,79384,39.92,,-0.65
BALPHARMA, EQ, 01-Oct-2021,102.95,102.95,104.45,101.95,102.8,102.65,103.01,37342,38.46,1387,23595,63.19,,-0.3
BALRAMCHIN, EQ, 01-Oct-2021,366.5,363.85,368,361.7,368,366.25,365.38,1083594,3959.27,34098,429133,39.6,,-0.25
BANARBEADS, EQ, 01-Oct-2021,63.55,63,64.4,62.5,63,63.35,63.28,13156,8.33,351,4393,33.39,,-0.2
BANARISUG, EQ, 01-Oct-2021,2196.8,2156.4,2255,2156.4,2230,2247.3,2227.6,5692,126.79,904,3315,58.24,,50.5
BANCOINDIA, EQ, 01-Oct-2021,196.8,196.8,199.7,191.1,193.5,192.8,195.53,248576,486.03,13151,112047,45.08,,-4
BANDHANBNK, EQ, 01-Oct-2021,283,281.8,289.75,279.2,288.45,289,285.64,4740636,13541.09,45327,1168569,24.65,,6
BANG, BE, 01-Oct-2021,35.25,35.95,37,34.1,37,37,36.29,17321,6.29,185, -, -,,1.75
BANKA, BE, 01-Oct-2021,75.85,75.85,78.9,75.5,77,76.15,77.18,15013,11.59,93, -, -,,0.3
BANKBARODA, EQ, 01-Oct-2021,81.75,81.45,83.5,80,82.4,82.45,82.1,39414564,32358.64,76758,6718745,17.05,,0.7
BANKBEES, EQ, 01-Oct-2021,377.46,382.88,382.88,372.48,375.85,375.26,374.41,507184,1898.95,9702,326745,64.42,,-2.2
BANKINDIA, EQ, 01-Oct-2021,55.5,55.4,56.8,54.7,56.65,56.6,55.87,13022709,7276.32,26509,5114058,39.27,,1.1
BANSWRAS, EQ, 01-Oct-2021,153.2,155.15,160.85,155.15,160.85,160.85,159.84,19883,31.78,181,17058,85.79,,7.65
BARBEQUE, EQ, 01-Oct-2021,1116.15,1106,1124.8,1102,1112,1112.65,1113.69,33131,368.98,3092,9181,27.71,,-3.5
BARTRONICS, BZ, 01-Oct-2021,2.95,3,3.05,2.9,3.05,3,3.01,52447,1.58,54, -, -,,0.05
BASF, EQ, 01-Oct-2021,3427.75,3435,3580,3420,3429.95,3444.8,3509.45,133173,4673.63,18452,43584,32.73,,17.05
BASML, EQ, 01-Oct-2021,61.85,61,64.9,59.95,64.9,64.9,63.94,108286,69.23,817,91798,84.77,,3.05
BATAINDIA, EQ, 01-Oct-2021,1778.15,1778,1852.95,1762.5,1841,1834.7,1824.9,1112709,20305.82,56096,245504,22.06,,56.55
BAYERCROP, EQ, 01-Oct-2021,5298.05,5275,5325,5267.85,5270,5276.4,5288.05,6818,360.54,2104,4431,64.99,,-21.65
BBL, EQ, 01-Oct-2021,1357.35,1355,1355,1315.8,1320.5,1321.25,1330.41,35627,473.98,2825,28238,79.26,,-36.1
BBTC, EQ, 01-Oct-2021,1147.75,1147,1171.1,1140.05,1158,1155,1155.33,45177,521.94,4235,18733,41.47,,7.25
BBTCL, SM, 01-Oct-2021,97,95.1,95.1,95.1,95.1,95.1,95.1,3000,2.85,1,3000,100,,-1.9
BCG, BE, 01-Oct-2021,58.25,59.9,61.15,59.75,61.15,61.15,60.46,1412997,854.24,2488, -, -,,2.9
BCLIND, EQ, 01-Oct-2021,233,232,233.9,228.65,229.95,229.5,230.93,31005,71.6,1647,17549,56.6,,-3.5
BCONCEPTS, SM, 01-Oct-2021,33.95,32.75,34,32.75,32.75,32.75,33.11,21000,6.95,7,9000,42.86,,-1.2
BCP, EQ, 01-Oct-2021,3.85,3.95,3.95,3.7,3.9,3.85,3.81,346347,13.21,331,219441,63.36,,0
BDL, EQ, 01-Oct-2021,382.95,382,386,376,378,377.7,379.42,133223,505.48,4895,82042,61.58,,-5.25
BEARDSELL, EQ, 01-Oct-2021,12.75,13.2,13.2,12.6,12.75,12.75,12.84,20634,2.65,73,12348,59.84,,0
BECTORFOOD, EQ, 01-Oct-2021,412.05,410,411.95,406.6,411,410.05,409.59,94246,386.03,5618,63624,67.51,,-2
BEDMUTHA, EQ, 01-Oct-2021,34.1,34.8,35.8,33,34.85,35.45,34.53,24152,8.34,208,14388,59.57,,1.35
BEL, EQ, 01-Oct-2021,202.95,200,204.25,199.15,201.3,201.75,201.75,7356644,14842.39,44346,2465966,33.52,,-1.2
BEML, EQ, 01-Oct-2021,1433.5,1429.8,1432.8,1402.25,1424,1423.95,1418.95,240817,3417.07,12237,84869,35.24,,-9.55
BEPL, EQ, 01-Oct-2021,185.5,183.2,189.7,183.2,187.95,187.8,187.38,814481,1526.21,10319,359000,44.08,,2.3
BERGEPAINT, EQ, 01-Oct-2021,809,811.3,812.4,798.2,811,810.4,805.52,580195,4673.58,27600,261044,44.99,,1.4
BESTAGRO, EQ, 01-Oct-2021,785.3,773,791.95,755.3,787,779.5,774.23,38142,295.31,1158,9701,25.43,,-5.8
