SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER,,change
STEL, EQ, 01-Oct-2021,187.45,185,186.95,179,180.5,181.7,182.94,95282,174.3,3658,44759,46.98,,-5.75
STERTOOLS, EQ, 01-Oct-2021,196.7,196.7,196.7,193.25,195.6,194,194.29,34934,67.87,1056,20737,59.36,,-2.7
STLTECH, EQ, 01-Oct-2021,286.05,283.9,286,280,282,281.9,282.74,216225,611.36,6060,82646,38.22,,-4.15
STOVEKRAFT, EQ, 01-Oct-2021,1025.65,1023.85,1084,1006.1,1063,1068.15,1062.57,496460,5275.25,31168,146186,29.45,,42.5
STYLAMIND, EQ, 01-Oct-2021,1070.4,1060,1130.25,1045.15,1119,1114.6,1090.22,24634,268.57,8157,5632,22.86,,44.2
SUBCAPCITY, BE, 01-Oct-2021,23,23,23,23,23,23,23,16,0,3, -, -,,0
SUBEXLTD, EQ, 01-Oct-2021,51.25,51,51.65,50.85,51.3,51.2,51.26,3317910,1700.87,11116,1268465,38.23,,-0.05
SUBROS, EQ, 01-Oct-2021,328.5,329.8,344.7,320.3,330.25,332.95,332.67,48279,160.61,3167,18049,37.38,,4.45
SUDARSCHEM, EQ, 01-Oct-2021,658.15,661,661.6,651,654.55,654.45,656.79,102710,674.59,4908,52453,51.07,,-3.7
SUMEETINDS, BE, 01-Oct-2021,7,7,7.35,6.8,7.35,7.35,7.17,177819,12.75,220, -, -,,0.35
SUMICHEM, EQ, 01-Oct-2021,402.15,400,403.9,395.5,398,397.6,398.28,374176,1490.27,11097,210182,56.17,,-4.55
SUMIT, BE, 01-Oct-2021,12.1,12.15,12.25,11.8,12,12,11.97,13670,1.64,47, -, -,,-0.1
SUMMITSEC, EQ, 01-Oct-2021,774.95,767.65,788.25,760.05,769.25,766.55,772.26,9307,71.87,1159,5397,57.99,,-8.4
SUNCLAYLTD, EQ, 01-Oct-2021,3421.55,3423.6,3448.25,3383.3,3410.3,3405,3404.67,4593,156.38,688,3569,77.71,,-16.55
SUNDARAM, BE, 01-Oct-2021,2,2.05,2.05,1.95,2,2,1.99,220373,4.38,129, -, -,,0
SUNDARMFIN, EQ, 01-Oct-2021,2450.15,2450,2486.95,2436.05,2440,2449.55,2455.37,50726,1245.51,4569,36665,72.28,,-0.6
SUNDARMHLD, EQ, 01-Oct-2021,75.2,74.8,76.2,74.8,75.55,75.8,75.68,50443,38.17,971,32200,63.83,,0.6
SUNDRMBRAK, EQ, 01-Oct-2021,398.65,399.65,415,392.55,401.7,399.75,405.89,5426,22.02,323,2053,37.84,,1.1
SUNDRMFAST, EQ, 01-Oct-2021,914.85,917,938,913.95,929,929,926.28,109355,1012.94,10016,35528,32.49,,14.15
SUNFLAG, EQ, 01-Oct-2021,81.9,80.25,85.8,80.25,82,82,83.35,1079571,899.78,13871,253363,23.47,,0.1
SUNPHARMA, EQ, 01-Oct-2021,818.25,812,830.7,805.3,825,826.6,820.65,5730355,47025.95,99584,1651936,28.83,,8.35
SUNTECK, EQ, 01-Oct-2021,481.65,479,495.5,477.1,484,484.55,484.83,1376973,6675.92,42185,226870,16.48,,2.9
SUNTV, EQ, 01-Oct-2021,505.35,502,529.6,498,521.65,520.95,515.66,5504961,28386.91,60494,1852034,33.64,,15.6
SUPERHOUSE, EQ, 01-Oct-2021,169.75,169.25,173.9,169,169.4,169.45,170.53,15857,27.04,635,8112,51.16,,-0.3
SUPERSPIN, BE, 01-Oct-2021,11.6,12,12,11.05,11.9,11.8,11.32,79795,9.03,197, -, -,,0.2
SUPPETRO, EQ, 01-Oct-2021,686.8,682,720,680.1,718,718.15,696.45,242806,1691.03,4496,206980,85.25,,31.35
SUPRAJIT, EQ, 01-Oct-2021,321.6,321.6,326.15,320.15,324.6,323.95,323.54,116278,376.21,5469,62954,54.14,,2.35
SUPREMEENG, EQ, 01-Oct-2021,21.85,22.4,22.55,22,22.35,22.2,22.29,166394,37.09,756,112644,67.7,,0.35
SUPREMEIND, EQ, 01-Oct-2021,2334.55,2341.1,2341.1,2299.95,2327.85,2321.6,2311.64,156197,3610.71,20949,115295,73.81,,-12.95
SURANASOL, EQ, 01-Oct-2021,13.15,13.15,13.7,13.1,13.1,13.3,13.43,76541,10.28,465,60965,79.65,,0.15
SURANAT&P, EQ, 01-Oct-2021,9.2,8.8,8.95,8.75,8.75,8.75,8.76,175610,15.38,846,157736,89.82,,-0.45
SURANI, SM, 01-Oct-2021,40,41,42,41,42,42,41.5,4000,1.66,2,4000,100,,2
SURYALAXMI, BE, 01-Oct-2021,59.2,60,60,57.5,58.1,59.05,59.08,12758,7.54,53, -, -,,-0.15
SURYAROSNI, EQ, 01-Oct-2021,745.8,746.4,839.9,744.95,820.1,828.35,810.59,845066,6850.06,26267,254798,30.15,,82.55
SURYODAY, EQ, 01-Oct-2021,179.4,180,183,177.05,179.8,179.95,179.67,170110,305.64,6518,29705,17.46,,0.55
SUTLEJTEX, EQ, 01-Oct-2021,69.35,68.9,69.3,66.7,66.95,66.95,67.64,239381,161.93,3541,142791,59.65,,-2.4
SUULD, EQ, 01-Oct-2021,541.75,545.9,545.9,530,535.9,536.25,536.7,12685,68.08,808,9375,73.91,,-5.5
SUVEN, EQ, 01-Oct-2021,93.35,93,93.95,89.6,93.05,93.05,91.83,945686,868.46,7101,579925,61.32,,-0.3
SUVENPHAR, EQ, 01-Oct-2021,528.25,531,531.65,520.05,525.5,526.8,524.85,136299,715.37,9195,63002,46.22,,-1.45
SUVIDHAA, EQ, 01-Oct-2021,15.95,16.15,16.9,15.5,15.8,15.9,16.01,754640,120.84,747,635883,84.26,,-0.05
SUZLON, EQ, 01-Oct-2021,6.45,6.4,6.65,6.3,6.55,6.5,6.5,22996288,1495.88,33340,11670498,50.75,,0.05
SVLL, SM, 01-Oct-2021,102.5,102.5,102.5,102.5,102.5,102.5,102.5,10000,10.25,1,10000,100,,0
SVPGLOB, EQ, 01-Oct-2021,120,120.05,127,115.2,122,121.8,120.17,203798,244.91,4827,118720,58.25,,1.8
SWANENERGY, EQ, 01-Oct-2021,128.2,126.25,128.9,126.25,127,127.35,127.71,16425,20.98,1020,9176,55.87,,-0.85
SWARAJENG, EQ, 01-Oct-2021,1626.15,1629.7,1664,1619.55,1653.4,1654.5,1643.76,9008,148.07,1719,5838,64.81,,28.35
SWELECTES, EQ, 01-Oct-2021,218.4,218.2,224,215.65,218.3,218.9,220.73,12552,27.71,656,5658,45.08,,0.5
SWSOLAR, EQ, 01-Oct-2021,400,397.1,442.3,395.75,405,403.95,421.23,11964577,50398.51,188317,2275508,19.02,,3.95
SYMPHONY, EQ, 01-Oct-2021,1070.95,1073,1075,1052.25,1065,1065.05,1063.83,42145,448.35,4409,21532,51.09,,-5.9
SYNGENE, EQ, 01-Oct-2021,599.9,600,618.8,599.05,615.6,615.4,612.31,800894,4903.98,28271,300023,37.46,,15.5
TAINWALCHM, BE, 01-Oct-2021,78.55,78,81.4,77.5,80.9,79.65,79.04,2855,2.26,38, -, -,,1.1
TAJGVK, EQ, 01-Oct-2021,145.3,143.5,149.35,143.25,144.95,144.8,146.5,403313,590.85,9777,107913,26.76,,-0.5
TAKE, EQ, 01-Oct-2021,50.65,50.6,52.45,50.25,51.6,51.7,51.76,1189521,615.65,7449,488451,41.06,,1.05
TALBROAUTO, EQ, 01-Oct-2021,288.1,289.8,289.8,280.15,284.15,282.05,283.37,27990,79.32,1441,17934,64.07,,-6.05
TANLA, EQ, 01-Oct-2021,872.35,915.95,915.95,915.95,915.95,915.95,915.95,68663,628.92,1344,62206,90.6,,43.6
TANTIACONS, BZ, 01-Oct-2021,6.05,6,6.35,6,6.3,6.3,6.25,6790,0.42,47, -, -,,0.25
TARACHAND, SM, 01-Oct-2021,37.95,37,38.95,37,38.95,38.7,37.98,8000,3.04,4,6000,75,,0.75
TARAPUR, EQ, 01-Oct-2021,4.1,4.2,4.25,4,4.2,4.2,4.18,31467,1.31,57,24967,79.34,,0.1
TARC, BE, 01-Oct-2021,45.35,45.35,46.25,43.1,43.9,43.45,43.99,546251,240.28,1128, -, -,,-1.9
TARMAT, EQ, 01-Oct-2021,60.35,60.4,61.5,59.15,60.7,60.55,60.66,36468,22.12,376,19341,53.04,,0.2
TASTYBITE, EQ, 01-Oct-2021,17760.5,17770.9,17853.95,17525,17700,17652.25,17636.26,2057,362.78,1081,935,45.45,,-108.25
TATACAPHSG, N2, 01-Oct-2021,1074.99,1074.99,1074.99,1072.51,1074,1074,1074.49,25,0.27,3,25,100,,-0.99
TATACAPHSG, N4, 01-Oct-2021,1050,1050,1050,1050,1050,1050,1050,192,2.02,4,192,100,,0
TATACAPHSG, NA, 01-Oct-2021,1127.81,1127.9,1127.9,1125,1126,1126,1127.82,110,1.24,10,109,99.09,,-1.81
TATACAPHSG, NB, 01-Oct-2021,1151,1158,1158,1158,1158,1158,1158,2,0.02,1,2,100,,7
TATACHEM, EQ, 01-Oct-2021,919.3,916.7,928.45,907.2,910.4,910.9,915.43,1597635,14625.27,34750,326465,20.43,,-8.4
TATACOFFEE, EQ, 01-Oct-2021,203.55,203,204.05,200.7,201.35,201.4,201.75,891125,1797.84,11069,360051,40.4,,-2.15
TATACOMM, EQ, 01-Oct-2021,1391.75,1393.8,1417,1380,1414,1410.65,1395.27,156580,2184.72,12312,89032,56.86,,18.9
TATACONSUM, EQ, 01-Oct-2021,813.6,812.9,820,796,801.25,801.25,803.65,1989799,15990.92,69777,902673,45.37,,-12.35
TATAELXSI, EQ, 01-Oct-2021,5594.05,5594,5824.6,5594,5804.85,5782.8,5723.32,195617,11195.78,36472,76277,38.99,,188.75
TATAINVEST, EQ, 01-Oct-2021,1367,1369.75,1470,1351,1445,1436.65,1430.01,1069318,15291.34,71849,239883,22.43,,69.65
TATAMETALI, EQ, 01-Oct-2021,1034.25,1039.9,1082.5,1024.15,1074,1074.55,1067.13,514636,5491.81,24120,183672,35.69,,40.3
TATAMOTORS, EQ, 01-Oct-2021,333.35,332.65,337.3,325.7,332.9,333.3,331.4,29877695,99013.59,232828,4898283,16.39,,-0.05
TATAMTRDVR, EQ, 01-Oct-2021,189.3,189.3,191.2,181.2,185.85,186.55,186.45,9110630,16986.97,62640,2442928,26.81,,-2.75
TATAPOWER, EQ, 01-Oct-2021,158.75,158.75,164.95,156.6,163.5,163.75,161.07,90310679,145465.62,389119,14677484,16.25,,5
TATASTEEL, EQ, 01-Oct-2021,1288.9,1275,1311,1265,1294.05,1297.85,1294.19,9037470,116962.19,182801,1478665,16.36,,8.95
TATASTLBSL, BE, 01-Oct-2021,84.6,84.3,85.8,82.7,85,85.05,84.83,1103566,936.21,8157, -, -,,0.45
TATASTLLP, EQ, 01-Oct-2021,905.3,901.05,927,888.8,920,921.95,914.77,78874,721.51,5064,46516,58.98,,16.65
TATVA, EQ, 01-Oct-2021,2191.7,2178.8,2197,2142.1,2150,2154.65,2165.69,52643,1140.09,6923,18088,34.36,,-37.05
TBZ, EQ, 01-Oct-2021,78.6,78,81.25,77.95,80.35,80.05,80.04,441251,353.18,5549,261480,59.26,,1.45
TCFSL, ND, 01-Oct-2021,1055,1052.01,1054.99,1052,1054.48,1054.48,1053.26,4679,49.28,74,3065,65.51,,-0.52
TCFSL, NF, 01-Oct-2021,1164.11,1160,1160,1159.99,1160,1160,1160,503,5.83,11,503,100,,-4.11
TCFSL, NH, 01-Oct-2021,1023,1029.49,1029.51,1024.02,1024.02,1024.02,1029.39,485,4.99,8,375,77.32,,1.02
TCFSL, NL, 01-Oct-2021,1115.01,1115.01,1115.01,1115,1115,1115,1115,707,7.88,10,707,100,,-0.01
TCI, EQ, 01-Oct-2021,419.7,418,435,415.7,427,423.3,424.94,57803,245.63,3464,33272,57.56,,3.6
TCIDEVELOP, EQ, 01-Oct-2021,374.35,385.25,386.95,371.1,376.7,373.35,376.48,2506,9.43,89,1987,79.29,,-1
TCIEXP, EQ, 01-Oct-2021,1543.4,1557.7,1557.7,1514.25,1516.2,1521.55,1529.12,20640,315.61,4437,8261,40.02,,-21.85
TCNSBRANDS, EQ, 01-Oct-2021,652.6,664.9,664.9,633.6,650,646.5,645.07,10328,66.62,1627,3715,35.97,,-6.1
TCPLPACK, EQ, 01-Oct-2021,533.7,526.95,542.5,526.95,542.5,539.75,537.6,7657,41.16,621,5323,69.52,,6.05
TCS, EQ, 01-Oct-2021,3775.55,3781.75,3810,3725,3728.65,3730.2,3747.99,1578374,59157.25,132388,916682,58.08,,-45.35
TDPOWERSYS, EQ, 01-Oct-2021,309.4,310,340.3,302.65,331,329.9,330.59,175165,579.08,6451,87003,49.67,,20.5
TEAMLEASE, EQ, 01-Oct-2021,4488.65,4416,4580,4400,4570,4567.7,4532.81,9054,410.4,3267,4472,49.39,,79.05
TECHIN, BE, 01-Oct-2021,7,6.95,6.95,6.65,6.8,6.8,6.84,23360,1.6,54, -, -,,-0.2
TECHM, EQ, 01-Oct-2021,1380.6,1375,1384,1364.8,1368.9,1371.25,1374.41,2661824,36584.43,102076,1545403,58.06,,-9.35
TECHNOE, EQ, 01-Oct-2021,279.95,281.75,291,275.15,282.9,283.3,281.68,180902,509.56,8556,85659,47.35,,3.35
TEJASNET, EQ, 01-Oct-2021,492.9,505.4,517.5,501.3,517.5,517.5,512.46,293364,1503.36,4418,178429,60.82,,24.6
TEMBO, EQ, 01-Oct-2021,323.6,320,324.5,310,316.45,318.9,315.45,278848,879.64,2431,95363,34.2,,-4.7
TERASOFT, BE, 01-Oct-2021,52.5,55.1,55.1,55.1,55.1,55.1,55.1,17879,9.85,128, -, -,,2.6
TEXINFRA, EQ, 01-Oct-2021,59.05,59.85,61.2,57.55,59.1,59.6,59.73,78415,46.84,932,29375,37.46,,0.55
TEXMOPIPES, EQ, 01-Oct-2021,53.5,53.45,53.45,51.5,51.8,51.95,52.3,126676,66.25,1593,76020,60.01,,-1.55
TEXRAIL, EQ, 01-Oct-2021,35.1,34.8,37.4,34.5,36.5,36.85,36.53,2613577,954.76,10507,932363,35.67,,1.75
TFCILTD, EQ, 01-Oct-2021,73.75,72.6,74.9,72.3,74.15,74.45,74.03,369624,273.64,3635,237495,64.25,,0.7
TFL, BE, 01-Oct-2021,6,6.15,6.3,5.7,6.25,6.15,6.09,11372,0.69,38, -, -,,0.15
TGBHOTELS, EQ, 01-Oct-2021,9.05,8.75,9.45,8.75,9.1,9.2,9.23,43275,3.99,132,36032,83.26,,0.15
THANGAMAYL, EQ, 01-Oct-2021,1111.85,1134,1150,1112.1,1146,1143.35,1138.57,22042,250.96,4112,10297,46.72,,31.5
THEINVEST, EQ, 01-Oct-2021,108.05,107,123.5,103.5,112.8,114.4,116.22,133019,154.6,3542,39704,29.85,,6.35
THEJO, SM, 01-Oct-2021,3335.7,3539.9,3600,3175,3200,3241,3365.73,9900,333.21,143,6200,62.63,,-94.7
THEMISMED, BE, 01-Oct-2021,1004.85,991.15,999.95,970,994,991.75,988.18,2961,29.26,129, -, -,,-13.1
THERMAX, EQ, 01-Oct-2021,1359.7,1368,1368,1337.45,1348.65,1342.25,1345.86,16471,221.68,3482,11427,69.38,,-17.45
THOMASCOOK, EQ, 01-Oct-2021,65.6,65.6,66.4,64.5,66,65.9,65.52,571771,374.64,4431,358542,62.71,,0.3
THOMASCOTT, BE, 01-Oct-2021,19.2,20,20.15,18.5,19.95,18.75,19.08,19695,3.76,27, -, -,,-0.45
THYROCARE, EQ, 01-Oct-2021,1166.2,1166.2,1175.4,1153,1153.05,1155.65,1161.81,53143,617.42,5827,27227,51.23,,-10.55
TI, BE, 01-Oct-2021,38.85,38.5,39.45,38.5,38.9,39.05,39.08,62475,24.41,247, -, -,,0.2
TIDEWATER, BE, 01-Oct-2021,1788,1790,1794.9,1775,1791,1784.35,1784.09,7279,129.86,983, -, -,,-3.65
TIIL, EQ, 01-Oct-2021,811.3,808.95,829.05,808,819.95,814.3,817,7650,62.5,933,4699,61.42,,3
TIINDIA, EQ, 01-Oct-2021,1396.85,1390,1396,1375.55,1384,1386.65,1386.24,32690,453.16,4848,18021,55.13,,-10.2
TIJARIA, BE, 01-Oct-2021,6.35,6.15,6.35,6.05,6.15,6.2,6.2,8975,0.56,39, -, -,,-0.15
TIL, EQ, 01-Oct-2021,153.25,157,166.8,153,166.7,164.7,163.6,52337,85.62,877,25684,49.07,,11.45
TIMESGTY, EQ, 01-Oct-2021,42.1,42.05,42.15,41.1,41.9,41.75,41.62,6266,2.61,301,2396,38.24,,-0.35
TIMETECHNO, EQ, 01-Oct-2021,71.7,71.3,71.7,70.3,70.8,70.85,71.05,239067,169.85,3365,132388,55.38,,-0.85
TIMKEN, EQ, 01-Oct-2021,1694.95,1690,1716.85,1675.25,1680,1681.75,1689.88,14501,245.05,2892,6781,46.76,,-13.2
TINPLATE, EQ, 01-Oct-2021,287.2,281.7,300.3,281.7,291.75,291.85,291.96,725910,2119.34,17053,187059,25.77,,4.65
TIPSINDLTD, BE, 01-Oct-2021,1231.35,1231.35,1259.95,1171.1,1226.5,1222.8,1221.86,2477,30.27,254, -, -,,-8.55
TIRUMALCHM, EQ, 01-Oct-2021,304.75,303.8,306.3,295,299.3,299.9,299.76,675059,2023.57,13533,282108,41.79,,-4.85
TIRUPATIFL, BE, 01-Oct-2021,99.45,102,104.4,102,104.4,103.9,103.76,44726,46.41,642, -, -,,4.45
TITAN, EQ, 01-Oct-2021,2161.85,2157,2175,2122.65,2160,2163.75,2147.61,626710,13459.26,47938,214170,34.17,,1.9
TMRVL, EQ, 01-Oct-2021,12.95,13.2,13.2,12.85,13.1,13,12.98,75751,9.83,395,61926,81.75,,0.05
TNPETRO, EQ, 01-Oct-2021,130.2,129.6,130.5,126.6,128,127.8,128.19,524725,672.64,7804,232127,44.24,,-2.4
TNPL, EQ, 01-Oct-2021,132.7,131.85,140.45,131.05,138.75,137.7,135.97,456912,621.27,6413,289320,63.32,,5
TNTELE, BE, 01-Oct-2021,10.25,10.05,10.75,10,10.75,10.6,10.72,171483,18.38,455, -, -,,0.35
TOKYOPLAST, EQ, 01-Oct-2021,101.75,103,103.8,101.1,102.25,102.4,102.51,13309,13.64,164,7867,59.11,,0.65
TORNTPHARM, EQ, 01-Oct-2021,3085.5,3075,3114.7,3026.45,3077.2,3080.55,3064.03,154865,4745.11,19483,76500,49.4,,-4.95
TORNTPOWER, EQ, 01-Oct-2021,505.05,504,507.9,490.2,499,501.4,498.94,977000,4874.69,20917,177355,18.15,,-3.65
TOTAL, EQ, 01-Oct-2021,53.2,54.45,55,49.6,51.6,51.5,51.2,103417,52.95,819,56602,54.73,,-1.7
TOUCHWOOD, BE, 01-Oct-2021,120.65,118,123,117,122.75,122.2,117.91,3592,4.24,27, -, -,,1.55
TPLPLASTEH, EQ, 01-Oct-2021,192.15,188.35,193.65,188,192.7,190.95,190.22,7345,13.97,560,4355,59.29,,-1.2
TRANSWIND, SM, 01-Oct-2021,4.2,4.4,4.4,4.4,4.4,4.4,4.4,8000,0.35,2,8000,100,,0.2
TREEHOUSE, BE, 01-Oct-2021,8.75,8.65,9.05,8.5,8.6,8.85,8.76,19003,1.66,76, -, -,,0.1
TREJHARA, EQ, 01-Oct-2021,62.4,62.3,63.6,61.05,62.5,62.6,62.27,31737,19.76,382,19090,60.15,,0.2
TRENT, EQ, 01-Oct-2021,1025.85,1025.85,1090,1020,1039.95,1044.35,1066.96,3294173,35147.45,106014,487437,14.8,,18.5
TRF, EQ, 01-Oct-2021,130.55,135,137.05,132.3,135.75,135.25,134.79,62708,84.52,1738,39528,63.04,,4.7
TRIDENT, EQ, 01-Oct-2021,28,27.9,29.4,27.6,29.4,29.4,29,57358051,16635.94,76953,22438658,39.12,,1.4
TRIGYN, EQ, 01-Oct-2021,107.8,107.6,113.15,106.6,113.15,113.15,112.32,89801,100.87,1089,64509,71.84,,5.35
TRIL, EQ, 01-Oct-2021,27.05,26.95,27.5,26.55,26.9,26.95,26.99,108796,29.37,833,59505,54.69,,-0.1
TRITURBINE, EQ, 01-Oct-2021,159.45,163.8,178.5,163.15,175.1,173.9,170.6,8313231,14182.58,108533,569396,6.85,,14.45
TRIVENI, EQ, 01-Oct-2021,185.05,184.25,193.65,183.3,192.75,192.2,190.19,1831703,3483.72,23711,653292,35.67,,7.15
TTKHLTCARE, EQ, 01-Oct-2021,671.8,672,675,660,674,667.5,667.46,5616,37.48,437,3245,57.78,,-4.3
TTKPRESTIG, EQ, 01-Oct-2021,8883.4,8884,8949.45,8829.05,8880.05,8878.4,8857.16,8849,783.77,1155,7885,89.11,,-5
TTL, EQ, 01-Oct-2021,66.05,65.6,66.55,63.2,63.9,63.85,64.84,25580,16.59,594,17045,66.63,,-2.2
TTML, BE, 01-Oct-2021,35.35,35.85,37.1,35.3,37.1,37.1,36.59,1548383,566.62,4302, -, -,,1.75
TV18BRDCST, EQ, 01-Oct-2021,37.95,37.7,41.9,37.6,41.7,41.55,40.87,33514543,13695.83,51000,13096350,39.08,,3.6
TVSELECT, EQ, 01-Oct-2021,165.9,167,167,164.1,165.45,165.2,165.42,33639,55.65,900,22794,67.76,,-0.7
TVSMOTOR, EQ, 01-Oct-2021,549.45,550.9,569.75,544.95,567.5,563.95,559.75,3518568,19695.05,58195,1688356,47.98,,14.5
TVSSRICHAK, EQ, 01-Oct-2021,2144.9,2132.25,2150.05,2121.45,2145,2138.15,2137.42,2873,61.41,844,1497,52.11,,-6.75
TVTODAY, EQ, 01-Oct-2021,290.55,289.9,291.6,286,290.9,289.1,288.78,74989,216.55,2508,40518,54.03,,-1.45
TVVISION, BE, 01-Oct-2021,2.15,2.15,2.15,2.05,2.05,2.05,2.07,6941,0.14,20, -, -,,-0.1
TWL, EQ, 01-Oct-2021,97.4,97.3,109.8,96,108.5,108.25,105.26,6928391,7292.69,68833,2111702,30.48,,10.85
UBL, EQ, 01-Oct-2021,1571.5,1570,1583.9,1558.2,1573,1577.45,1570.89,321261,5046.65,9623,162814,50.68,,5.95
UCALFUEL, EQ, 01-Oct-2021,149.15,148,152,148,150.2,150.6,149.84,24632,36.91,886,13145,53.37,,1.45
UCOBANK, EQ, 01-Oct-2021,13.65,13.55,13.7,13.4,13.65,13.65,13.58,6933316,941.55,15577,1623684,23.42,,0
UFLEX, EQ, 01-Oct-2021,540.9,542.2,542.2,532.85,538.05,535.6,536.27,132353,709.77,4500,76686,57.94,,-5.3
UFO, EQ, 01-Oct-2021,107.5,106.5,109.5,105.1,106.35,106.3,107.37,486960,522.84,7092,154624,31.75,,-1.2
UGARSUGAR, EQ, 01-Oct-2021,29,29.2,30.4,29.2,30.3,30.2,30.02,566380,170.03,1979,347225,61.31,,1.2
UGROCAP, EQ, 01-Oct-2021,128.55,128.5,128.5,121,125,125.2,124.86,56598,70.67,960,43290,76.49,,-3.35
UJAAS, EQ, 01-Oct-2021,2.85,2.85,2.9,2.8,2.9,2.85,2.86,588189,16.84,504,394774,67.12,,0
UJJIVAN, EQ, 01-Oct-2021,155.7,155.7,155.7,150.15,153.25,153.15,153.36,501742,769.46,5305,250522,49.93,,-2.55
UJJIVANSFB, EQ, 01-Oct-2021,21.1,21.2,21.2,20.8,20.95,20.9,21,2859127,600.34,5447,1555162,54.39,,-0.2
ULTRACEMCO, EQ, 01-Oct-2021,7396.1,7396.1,7502,7356.2,7495,7483.55,7452.36,366658,27324.68,45389,148800,40.58,,87.45
UMANGDAIRY, EQ, 01-Oct-2021,74.05,75,75,70.55,72.3,72.4,72.57,57407,41.66,819,35098,61.14,,-1.65
UMESLTD, EQ, 01-Oct-2021,4,4.1,4.1,3.9,3.95,3.95,3.99,26745,1.07,74,19929,74.51,,-0.05
UNICHEMLAB, EQ, 01-Oct-2021,270.6,268,276.8,268,275.35,275.3,273.4,77603,212.16,9910,29399,37.88,,4.7
UNIDT, EQ, 01-Oct-2021,344.1,344.7,349.15,337.5,345.1,345.6,344.96,13788,47.56,539,8222,59.63,,1.5
UNIENTER, EQ, 01-Oct-2021,125.95,126.9,128.25,123.05,125.5,125.15,126.11,15527,19.58,326,8798,56.66,,-0.8
UNIINFO, SM, 01-Oct-2021,24.8,24.75,24.75,24.75,24.75,24.75,24.75,2000,0.5,1,2000,100,,-0.05
UNIONBANK, EQ, 01-Oct-2021,36.25,36,36.9,35.7,36.6,36.45,36.37,11428696,4157.01,14101,3616373,31.64,,0.2
UNITECH, BZ, 01-Oct-2021,1.8,1.8,1.8,1.75,1.8,1.75,1.77,1447824,25.59,767, -, -,,-0.05
UNITEDTEA, EQ, 01-Oct-2021,391.35,394.5,394.95,385.1,393.9,392.6,392.14,1545,6.06,104,1021,66.08,,1.25
UNIVASTU, EQ, 01-Oct-2021,45.1,45.15,46.15,43.4,45.8,44.75,44.42,10215,4.54,199,5360,52.47,,-0.35
UNIVCABLES, EQ, 01-Oct-2021,165,164,167.5,164,167.2,166.35,166.09,17411,28.92,792,10634,61.08,,1.35
UNIVPHOTO, EQ, 01-Oct-2021,356.3,356.3,362.35,350.35,351.9,353.5,355.97,1542,5.49,94,1104,71.6,,-2.8
UPL, EQ, 01-Oct-2021,707.7,707,714.05,698.25,711.9,712.65,707.69,1947637,13783.23,45859,762167,39.13,,4.95
URJA, EQ, 01-Oct-2021,6.2,6.25,6.3,6.2,6.25,6.25,6.23,1125542,70.16,3645,737511,65.52,,0.05
USHAMART, EQ, 01-Oct-2021,85.75,84.85,89.4,83.95,87.5,87.45,87.37,2742670,2396.4,16207,1192192,43.47,,1.7
UTIAMC, EQ, 01-Oct-2021,1066.95,1065,1069.75,1043,1052,1050.2,1050.8,164891,1732.68,12158,115668,70.15,,-16.75
UTIBANKETF, EQ, 01-Oct-2021,37.63,37.99,38.38,37.15,37.44,37.24,37.41,9177,3.43,203,6908,75.28,,-0.39
UTINEXT50, EQ, 01-Oct-2021,44.27,44.97,44.97,43.8,44.02,44.29,44.2,7231,3.2,157,6809,94.16,,0.02
UTINIFTETF, EQ, 01-Oct-2021,1852.4,1829,1863,1829,1844.95,1845.61,1841.82,612,11.27,107,576,94.12,,-6.79
UTISENSETF, EQ, 01-Oct-2021,621.91,627.99,627.99,611.45,617.6,617.33,616.78,999,6.16,151,857,85.79,,-4.58
UTISXN50, EQ, 01-Oct-2021,49.29,50.76,51,48.11,49.05,49.05,49.27,994,0.49,57,619,62.27,,-0.24
UTTAMSTL, BE, 01-Oct-2021,4.2,4.1,4.25,4.05,4.2,4.15,4.14,363935,15.08,425, -, -,,-0.05
UTTAMSUGAR, BE, 01-Oct-2021,183.65,185,186,181.3,185.55,184.3,183.79,18941,34.81,300, -, -,,0.65
UWCSL, SM, 01-Oct-2021,32.5,34.05,34.05,34.05,34.05,34.05,34.05,4000,1.36,1,4000,100,,1.55
V2RETAIL, EQ, 01-Oct-2021,150.15,146.1,150.8,145,149.9,148.05,147.94,108625,160.7,1636,81378,74.92,,-2.1
VADILALIND, EQ, 01-Oct-2021,1042.4,1045.1,1057.9,1038.85,1045,1043.7,1045.94,2806,29.35,335,1306,46.54,,1.3
VAIBHAVGBL, EQ, 01-Oct-2021,699.5,699,718.85,694.7,697.3,696.65,701.05,171111,1199.58,13160,89098,52.07,,-2.85
VAISHALI, EQ, 01-Oct-2021,37.25,37.5,37.65,36.75,37,37,37.16,50438,18.74,462,15541,30.81,,-0.25
VAKRANGEE, EQ, 01-Oct-2021,40.5,40.1,40.3,39.85,40.25,40.15,40.09,2404695,964.15,5301,1266518,52.67,,-0.35
VALIANTORG, EQ, 01-Oct-2021,1395.95,1386,1400,1373,1385,1375.55,1384.9,32689,452.71,4699,20202,61.8,,-20.4
